study_id,condition
NCT00099541,Non-Small-Cell Lung Cancer
NCT00099541,"Pleural Effusion, Malignant"
NCT01918241,Neutropenia
NCT01118741,Prostate Cancer
NCT02975141,Metastatic Pancreatic Cancer
NCT01580683,Atrial Fibrillation
NCT00151983,Attention Deficit Disorder With Hyperactivity
NCT00720083,Head and Neck Cancer
NCT04795583,Covid19
NCT07483983,Metastatic/Locally Advanced Non-Small-Cell Lung Cancer
NCT07483983,Metastatic/Locally Pancreatic Ductal Adenocarcinoma
NCT06184841,Hepatic Arterial Infusion Chemotherapy
NCT06184841,Liver Metastases
NCT06184841,Esophageal Squamous Cell Carcinoma
NCT01760954,Endometriosis
NCT01848054,Opioid-Related Disorders
NCT01848054,Opiate Dependence
NCT05301205,Gabapentin
NCT01266005,Chronic Hepatitis B
NCT04148105,Aneurysmal Subarachnoid Hemorrhage
NCT00802594,"Trypanosomiasis, African"
NCT00889694,Early Ankylosing Spondylitis
NCT01586494,Pain
NCT00346294,Rheumatoid Arthritis
NCT00712166,Cystic Fibrosis
NCT00712166,Lung Infection
NCT00712166,Pseudomonas Aeruginosa
NCT01711866,Advanced Idiopathic Parkinson's Disease
NCT00020566,Sarcoma
NCT04316351,IIIb/IV NSCLC With T790M Positive Mutations Failed to Osimertinib Therapy
NCT04185051,Healthy
NCT05817851,Cardiac Arrest
NCT03523351,Metastatic Solid Tumors of Metastatic Disease
NCT00695851,Prostate Cancer
NCT06194851,Post-Traumatic Stress Disorder (PTSD)
NCT01101451,Cervical Adenocarcinoma
NCT01101451,Cervical Adenosquamous Carcinoma
NCT01101451,"Cervical Squamous Cell Carcinoma, Not Otherwise Specified"
NCT01101451,Stage I Cervical Cancer AJCC v6 and v7
NCT01101451,Stage IA Cervical Cancer AJCC v6 and v7
NCT01101451,Stage IB Cervical Cancer AJCC v6 and v7
NCT01101451,Stage IIA Cervical Cancer AJCC v7
NCT00232635,Respiratory Syncytial Virus Infections
NCT06057935,Malignant Peritoneal Mesothelioma
NCT06057935,Peritoneal Mesothelioma
NCT06057935,Mesothelioma
NCT06057935,"Mesothelioma, Malignant"
NCT06057935,Malignant Mesothelioma
NCT06424717,Urothelial Carcinoma
NCT00040417,Sickle Cell Anemia
NCT00040417,Hemoglobinopathy
NCT00040417,Thalassemia
NCT00003317,Lung Cancer
NCT01213017,Rheumatoid Arthritis
NCT01545817,"Carcinoma, Renal Cell"
NCT03497117,Cystic Fibrosis
NCT00220740,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
NCT03868540,Healthy
NCT04548440,Esophageal Squamous Cell Carcinoma
NCT03295240,Mantle Cell Lymphoma
NCT03295240,Lymphoma
NCT00146640,Rheumatoid Arthritis
NCT04727840,Chronic Kidney Diseases
NCT04727840,Hyperkalemia
NCT06065540,Type 2 Diabetes Mellitus
NCT04176250,Pulmonary Tuberculosis
NCT03929250,Healthy
NCT03929250,Elderly
NCT01957150,"Pulmonary Disease, Chronic Obstructive"
NCT00796250,Crohn's Disease
NCT00657618,Leishmaniasis
NCT06601218,Cancer
NCT06601218,"Cancers, Pain"
NCT06537518,ACL Injury
NCT00070018,Lymphoma
NCT04001218,Healthy
NCT04001218,Neck Pain
NCT03446690,White Spot Lesion
NCT03446690,Orthodontic Treatment
NCT00171990,Recurrent Genital Herpes
NCT01889290,"Opioid Use, Unspecified With Other Opioid-induced Disorder"
NCT03380390,Rosacea
NCT02131597,High Risk Myelodysplastic Syndrome
NCT00877097,Osteoporosis
NCT01200797,Recurrent Fallopian Tube Cancer
NCT01200797,Recurrent Ovarian Epithelial Cancer
NCT01200797,Recurrent Primary Peritoneal Cavity Cancer
NCT06192797,Cholangiocarcinoma Non-resectable
NCT04254913,Japanese Patients With ALS
NCT06113913,Inflammatory Bowel Diseases
NCT06113913,Crohn Disease
NCT06113913,Ulcerative Colitis
NCT06588413,Multiple Myeloma
NCT06588413,Autologous Stem Cell Transplantation
NCT00387413,Hyperalgesia
NCT05835713,Respiratory Disease
NCT05835713,Tracheal Stenosis
NCT05835713,Endobronchial Mass
NCT03998813,Knee Pain Chronic
NCT01146613,Alcoholism
NCT07226713,Prostate Cancer
NCT04075513,Type 1 Diabetes Mellitus
NCT01881113,Allergic Conjunctivitis
NCT00261560,Sprains and Strains
NCT00261560,Pain
NCT00733720,Cocaine-related Disorders
NCT02308020,Breast Cancer
NCT02308020,Non-small Cell Lung Cancer
NCT02308020,Melanoma
NCT02308020,Brain Metastases
NCT05937282,Hemodynamic Responses
NCT05937282,Laparoscopic Cholecystectomy
NCT05937282,Dexmedetomidine
NCT05937282,Lidocaine
NCT05937282,Propofol
NCT02610582,Achromatopsia
NCT03659682,Parkinson Disease
NCT03250182,Chronic Obstructive Pulmonary Disease
NCT02691182,Attention Deficit Hyperactivity Disorder (ADHD)
NCT00961259,Healthy
NCT04489459,Treatment of Blood Stream Infections Due to Multidrug-Resistant Klebsiella Pneumoniae
NCT02252796,Non-small Cell Lung Cancer
NCT00056459,Colorectal Neoplasms
NCT00056459,Colonic Neoplasms
NCT00056459,Rectal Neoplasms
NCT04500496,Postmenopausal Bleeding
NCT04712396,"Healthy Volunteers (Intended Indication: Metastatic Patients With Triple Negative or HR+ Breast Cancer, or Hormone Sensitive Prostate Cancer)"
NCT01455896,Type 2 Diabetes
NCT00327379,"Blood Loss, Surgical"
NCT00327379,Postoperative Hemorrhage
NCT00171080,Hypertension
NCT00856596,Tinea Pedis
NCT00856596,Athlete's Foot
NCT00856596,Foot Fungus
NCT00856596,Ringworm
NCT05916196,Uterine Cancer
NCT03054896,Richter Syndrome
NCT03120962,Herpes Zoster
NCT03120962,Post-herpetic Neuralgia
NCT01103388,Non-Hodgkin's Lymphoma
NCT01579188,Inoperable Stage III Non-small Cell Lung Cancer
NCT03523988,NSAID
NCT03523988,Pain Management
NCT00613288,Hypogonadism
NCT03419403,Glioblastoma Multiforme
NCT00612703,Cancer
NCT02363127,Infertility
NCT03262727,Systemic Lupus Erythematosus
NCT03262727,Arthritic Psoriasis
NCT03262727,Psoriasis
NCT03262727,Inflammatory Bowel Diseases
NCT03698227,Advanced Soft Tissue Sarcoma
NCT04362527,Vasospasm
NCT04019561,Non-alcoholic Fatty Liver Disease (NAFLD)
NCT04019561,Non-alcoholic Steatohepatitis (NASH)
NCT00812461,Alcohol Dependence
NCT07448142,Colorectal Cancer (CRC)
NCT01872442,Chronic Phase of Chronic Myeloid Leukemia
NCT02358161,Pancreatic Cancer
NCT01357161,Ovarian Cancer
NCT02952586,Squamous Cell Carcinoma of the Head and Neck
NCT00891670,Coronary Artery Stenosis
NCT00891670,Maximal Platelet Aggregation
NCT00891670,Late Platelet Aggregation
NCT00891670,High Post-Treatment Platelet Reactivity
NCT01567670,Binge Eating Disorder
NCT01633970,Cancer
NCT01197170,Solid Tumors
NCT01197170,Advanced Cancer
NCT01530373,Hot Flashes
NCT01530373,Breast Cancer
NCT07013773,Healthy Male and Female Subjects
NCT02949973,Lupus Nephritis
NCT00238173,Bone Marrow Suppression
NCT00238173,Brain and Central Nervous System Tumors
NCT00238173,Drug/Agent Toxicity by Tissue/Organ
NCT00238173,Long-term Effects Secondary to Cancer Therapy in Children
NCT02115360,Amputation Stumps
NCT02462720,Varicose Veins
NCT04350320,COVID19
NCT02479620,Chronic Limb Ischemia
NCT00577720,Postmenopausal Women
NCT02193282,Lung Non-Squamous Non-Small Cell Carcinoma
NCT02193282,Stage IB Lung Non-Small Cell Carcinoma AJCC v7
NCT02193282,Stage II Lung Non-Small Cell Cancer AJCC v7
NCT02193282,Stage IIA Lung Non-Small Cell Carcinoma AJCC v7
NCT02193282,Stage IIB Lung Non-Small Cell Carcinoma AJCC v7
NCT02193282,Stage IIIA Lung Non-Small Cell Cancer AJCC v7
NCT00728923,Obsessive Compulsive Disorder
NCT01424423,Multiple Sclerosis
NCT02149524,HER2 Positive Early or Locally Advanced Breast Cancer
NCT02531724,Acute Kidney Injury
NCT02531724,"Renal Insufficiency, Acute"
NCT06690723,Obstructive Sleep Apnea
NCT01758523,Alcoholism
NCT01758523,Alcohol Abuse
NCT01758523,Alcohol Dependence
NCT03895359,Hepatocellular Carcinoma
NCT03307759,Non-small Cell Lung Cancer
NCT07346859,Primary Immunodeficiency Diseases
NCT03686059,Ocular Surface Disease
NCT03679780,Cardiovascular Diseases
NCT03679780,Cardiovascular Risk Factor
NCT03679780,Vasoconstriction
NCT05075980,Head and Neck Carcinoma
NCT05075980,Head and Neck Carcinoma of Unknown Primary
NCT05075980,Hypopharyngeal Carcinoma
NCT05075980,Laryngeal Carcinoma
NCT05075980,Metastatic Malignant Neoplasm in the Lymph Nodes
NCT05075980,Nasal Cavity Carcinoma
NCT05075980,Oral Cavity Carcinoma
NCT05075980,Oropharyngeal Carcinoma
NCT05075980,Paranasal Sinus Carcinoma
NCT05075980,Salivary Gland Carcinoma
NCT05075980,Cutaneous Squamous Cell Carcinoma of the Head and Neck
NCT05075980,Locally Advanced Cutaneous Squamous Cell Carcinoma of the Head and Neck
NCT04162379,Steroid Anlgesia in Cancer Pain
NCT01054196,Multiple Myeloma
NCT06204796,Oral Lichen Planus
NCT06204796,Vitamin D Deficiency
NCT02235480,Nail Psoriasis
NCT07624279,Persistent Post Traumatic Headache
NCT02881762,Hepatitis C
NCT02881762,Human Immunodeficiency Virus
NCT00673062,Seasonal Allergic Rhinitis
NCT03449446,Nonalcoholic Steatohepatitis
NCT00069888,Prostate Cancer
NCT01286103,Healthy
NCT03743662,Glioblastoma
NCT01762462,Hepatic Impairment
NCT00449046,Bronchial Asthma
NCT05660746,Crohn Disease
NCT03206788,Cystic Fibrosis
NCT01568203,Schizophrenia
NCT01576003,Bloodstream Infections
NCT01576003,Short Bowel Syndrome
NCT01576003,Development
NCT01576003,Nutrition
NCT01576003,Biological Markers
NCT06157827,Advanced Neuroendocrine Carcinoma
NCT05529927,Cocaine Use Disorder
NCT07190027,Advanced Non-Small Cell Lung Cancer (NSCLC)
NCT00896961,Stage I Adult Soft Tissue Sarcoma
NCT00896961,Stage I Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00896961,Stage II Adult Soft Tissue Sarcoma
NCT00896961,Stage II Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00896961,Stage III Adult Soft Tissue Sarcoma
NCT00896961,Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT01466361,Smoking
NCT01466361,Smoking Cessation
NCT02202161,"Diabetes Mellitus, Type 2"
NCT00197886,Septic Shock
NCT07549386,Pain Management
NCT07549386,Osteoarthritis
NCT06423170,Unresectable Gallbladder Cancer
NCT04790370,Pulmonary Embolism
NCT06269770,Total Knee Replacement
NCT06269770,Post-operative Pain
NCT06269770,Chronic Pain
NCT05874570,Helicobacter Pylori Infection
NCT05670470,Bowel Preparation
NCT02217670,Comparative Bioavailability
NCT05387070,Hypoparathyroidism
NCT05387070,Parathyroid Hormone Deficiency
NCT05387070,Endocrine System Diseases
NCT05387070,Parathyroid Diseases
NCT03640273,Allergic Rhinitis
NCT03640273,Adverse Drug Event
NCT03640273,Quality of Life
NCT04958473,Renal Cell Carcinoma
NCT04958473,Clear Cell Renal Cell Carcinoma
NCT02628769,"Pulmonary Disease, Chronic Obstructive"
NCT03750383,RSV Infection
NCT02005783,Grade 3/4 Neutropenia
NCT02005783,Febrile Neutropenia
NCT03262441,Human Immunodeficiency Virus I Infection
NCT03460041,Pain in Pediatric Patients
NCT05688241,EBV Lymphoma
NCT05688241,Post-transplant Lymphoproliferative Disease (PTLD)
NCT04397341,Locally Advanced Head and Neck Carcinoma
NCT02053454,Transthyretin (TTR)-Mediated Amyloidosis
NCT05186454,Post Operative Pain
NCT00515554,Hodgkins Lymphoma
NCT01767454,Solid Tumours
NCT03885154,Migraine in Children
NCT01726205,Post-thoracotomy Pain
NCT05050305,Multiple Myeloma
NCT05050305,Multiple Myeloma in Relapse
NCT05050305,"Multiple Myeloma, Refractory"
NCT01250405,Chronic Kidney Disease
NCT04935294,Healthy
NCT04935294,Renal Dysfunction
NCT03633994,Lower Urinary Tract Symptoms
NCT03633994,Postoperative Urinary Tract Infection
NCT00252694,Type 2 Diabetes
NCT04234594,Healthy Males
NCT01813994,Early Gastric Cancer or Gastric Adenoma
NCT06198894,Chronic Sinusitis
NCT00383994,Lymphoma
NCT00383994,Leukemia
NCT00383994,"Transplantation, Stem Cell"
NCT00383994,Lymphoid Malignancies
NCT00383994,Disorder Related to Transplantation
NCT00430066,Polycythemia Vera
NCT00248066,Coronary Artery Disease
NCT00248066,Coronary Restenosis
NCT02937766,"Assessing Injection Pain of Makena® (Hydroxyprogesterone Caproate Injection, 250 mg/mL) in Healthy Post-menopausal Women"
NCT00375960,Pain
NCT00375960,Diabetic Neuropathies
NCT01023360,30 Healthy People
NCT00002520,Bladder Cancer
NCT00002520,Breast Cancer
NCT00002520,Colorectal Cancer
NCT00002520,Head and Neck Cancer
NCT00002520,Lung Cancer
NCT00002520,Lymphoma
NCT00002520,Prostate Cancer
NCT00002520,Testicular Germ Cell Tumor
NCT00002520,Tobacco Use Disorder
NCT00002520,"Unspecified Adult Solid Tumor, Protocol Specific"
NCT05447520,Rheumatoid Arthritis
NCT00715520,Stroke
NCT06700720,Coronary Artery Disease
NCT06700720,Coronary Atherosclerotic Disease
NCT00742820,Hyperphosphatemia
NCT00191724,Submassive Pulmonary Embolism
NCT00945724,Large B-cell Diffuse Lymphoma of Testis
NCT01563523,Acquired Bleeding Disorder
NCT01563523,Trauma
NCT03246724,Surgery
NCT03246724,Sedation
NCT04700423,Trichuriasis
NCT04700423,Ascariasis
NCT04700423,Hookworm Infections
NCT04700423,"Helminthes; Infestation, Intestinal"
NCT04544059,Diffuse Large B Cell Lymphoma
NCT02872259,Melanoma
NCT00282659,Coronary Artery Disease
NCT00282659,Hypertension
NCT00282659,Dyslipidemia
NCT00282659,Diabetes
NCT00376480,Leukemia
NCT00376480,Myelodysplastic Syndromes
NCT06954480,Triple Negative Breast Cancer
NCT07541079,Early Breast Cancer
NCT03862079,Graft-versus-host Disease Prevention
NCT02370680,Cardiovascular Disease
NCT01750580,"CANCER, NOS"
NCT02576080,Gastrointestinal Stromal Tumor
NCT00138580,"Diabetes Mellitus, Type 2"
NCT03908580,"Spasticity, Muscle"
NCT04016779,Attention-Deficit/Hyperactivity Disorder (ADHD)
NCT07334496,Biosimilarity
NCT01657162,Postmenopausal Osteoporosis
NCT01376362,Anterior Uveitis
NCT01376362,Uveitis
NCT01563562,Hepatic Impairment
NCT01563562,Healthy
NCT01745588,Multiple Myeloma
NCT01147588,Healthy
NCT01389388,Carotid Artery Plaque
NCT01389388,Ankylosing Spondylitis
NCT01389388,Rheumatoid Arthritis
NCT04204603,Rheumatoid Arthritis
NCT04211103,"Cervical, Vaginal and Vulval Inflammatory Diseases"
NCT02855203,Renal Cell Carcinoma
NCT01700803,Wound Infections
NCT02591888,Pain
NCT01742988,Lymphoma
NCT01742988,Relapsed Lymphoma
NCT01742988,Refractory Lymphoma
NCT01742988,Relapsed and/or Refractory Lymphoma
NCT01742988,Relapsed Ddiffuse Large B-Cell Lymphoma (DLBCL)
NCT01742988,Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
NCT01742988,Relapsed and/or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)
NCT01742988,Double-hit Lymphoma (DHL)
NCT01742988,Triple-hit Lymphoma (THL)
NCT01742988,Double-expressor Lymphoma (DEL)
NCT01742988,High-grade B-cell Lymphoma (HGBL)
NCT02704403,Nonalcoholic Steatohepatitis (NASH) With Fibrosis
NCT00005603,Leukemia
NCT00885703,Cryptococcal Meningitis
NCT00885703,HIV Infections
NCT01925703,Heart Failure
NCT01925703,Iron Deficiency Anemia
NCT04911127,Rheumatoid Arthritis
NCT04911127,Cannabis
NCT05286827,Pancreatic Acinar Cell Carcinoma
NCT02588027,Rotator Cuff Tear Arthropathy
NCT07058727,Efficacy of Hemostatic Agents
NCT07058727,Partial Pulpotomy
NCT07058727,Postoperative Pain
NCT05429827,Myofascial Trigger Point Pain
NCT02213861,Cutaneous T-Cell Lymphoma (CTCL)
NCT04871061,"Pain, Acute"
NCT02154061,Influenza
NCT01100242,Metastatic Renal Cell Carcinoma
NCT00706342,"Purpura, Thrombocytopenic, Idiopathic"
NCT02176642,Urinary Urge Incontinence
NCT05199142,Cognitive Decline
NCT07517042,Obesity
NCT07517042,Weight Control
NCT03299842,Dravet Syndrome
NCT00825786,Local Anesthetic
NCT06349486,Helicobacter Pylori Eradication
NCT02624986,Non-Hodgkin's Lymphoma
NCT02022670,Vascular Aging
NCT04263870,Gastroesophageal Junction Adenocarcinoma
NCT04263870,Stomach Adenocarcinoma
NCT04263870,Locally Advanced Unresectable Gastric Adenocarcinoma
NCT04263870,Metastatic Gastric Cancer
NCT06684470,IBS - Irritable Bowel Syndrome
NCT06684470,Diarrhea
NCT03160573,Oral Malodor
NCT02644473,Pulmonary Embolism
NCT02644473,Deep Vein Thrombosis
NCT02644473,Stroke
NCT02644473,Myocardial Infarction
NCT03218969,Restless Legs Syndrome
NCT03218969,Augmentation
NCT04920383,Advanced Solid Tumor
NCT04920383,Lymphoma
NCT03792269,Colorectal Cancer Metastatic
NCT03792269,Chemotherapy Effect
NCT03792269,Chemotherapeutic Toxicity
NCT00102869,Cerebrovascular Accident
NCT00102869,Aphasia
NCT02154269,Chronic Chagasic Myocarditis
NCT01480869,Breast Cancer
NCT01665183,"Cutaneous Melanoma, Uveal Melanoma, Ovarian Carcinoma or Other Advanced Solid Tumors"
NCT00489983,Non-Small Cell Lung Cancer
NCT01628783,Depression
NCT02353741,Non Small Cell Lung Cancer
NCT03168841,Onychomycosis
NCT01204554,Reconstructive Surgery
NCT01204554,Microcirculation
NCT00106054,Colorectal Neoplasms
NCT00106054,Liver Neoplasms
NCT03304054,"Myasthenia Gravis, Generalized"
NCT06897605,Chronic Kidney Disease(CKD)
NCT06897605,"Anemia, Kidney Disease, Chronic"
NCT07113054,Healthy
NCT00583154,Constipation
NCT05748405,Down Syndrome
NCT07067905,Clear Cell Renal Cell Carcinoma and Glioblastoma
NCT00778505,Anesthesia
NCT05375305,Pain
NCT00010205,"Unspecified Adult Solid Tumor, Protocol Specific"
NCT02406794,Breast Neoplasms
NCT05985694,Eosinophilic Asthma
NCT02976194,Exudative Age-related Macular Degeneration
NCT02976194,Polypoidal Choroidal Vasculopathy
NCT04274894,Hypogonadism
NCT03393494,Acne Vulgaris
NCT00003694,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive"
NCT00003694,Chronic Phase Chronic Myelogenous Leukemia
NCT07375966,Ischemic Stroke
NCT00181922,Bipolar Disorder
NCT00181922,Mania
NCT03787017,Healthy Volunteers
NCT00091689,Melanoma
NCT03631017,Head and Neck Cancer
NCT01796717,Nosocomial Pneumonia
NCT05471440,Covid-19 Vaccination
NCT04233840,Hepatocellular Carcinoma
NCT07001540,Diffuse Large B-Cell Lymphoma
NCT00220168,Upper Gastrointestinal Tumours
NCT01027689,Healthy
NCT02825940,Neoplasms
NCT06186440,Glioblastoma Multiforme of Brain
NCT06409689,Postoperative Analgesia
NCT05595889,Small Cell Lung Cancer
NCT05595889,Angiogenesis
NCT05595889,Chemotherapy Effect
NCT05745350,Small Cell Lung Cancer Extensive Stage
NCT05910450,"Alopecia, Androgenetic"
NCT05547750,Nocturnal Leg Cramps
NCT00411450,Colon Cancer
NCT00411450,Colorectal Cancer
NCT00411450,Rectal Cancer
NCT00411450,Cancer
NCT00411450,Metastatic Cancer
NCT00411450,Metastatic Colorectal Cancer
NCT00411450,Oncology
NCT01160991,Schizophrenia
NCT01160991,Diabetes
NCT01160991,Insulin Resistance
NCT02518191,Breast Cancer
NCT01802450,Chronic Myeloid Leukemia
NCT00326391,Attention Deficit Disorder With Hyperactivity
NCT03706274,"Solid Tumor, Adult"
NCT02680574,Anemia
NCT02680574,Non-Dialysis-Dependent Chronic Kidney Disease
NCT05394818,Advanced Solid Tumor
NCT02910518,Type1 Diabetes Mellitus
NCT06783790,AML (Acute Myelogenous Leukemia)
NCT03237390,Advanced Malignant Solid Neoplasm
NCT03237390,Metastatic Malignant Solid Neoplasm
NCT06067490,Healthy Volunteers
NCT06447090,Relapse Acute Myeloid Leukemia
NCT01722097,Neuromuscular Blockade
NCT01722097,Pain
NCT01722097,Laparoscopy
NCT04621097,Peripheral Arterial Disease
NCT02352597,Polycystic Ovaries
NCT06665997,Sickle Cell Disease (SCD)
NCT06665997,Vaso-Occlusive Pain Episode in Sickle Cell Disease
NCT00636610,Metastatic Colorectal Cancer
NCT05310110,"Anesthesia, General"
NCT05558410,Acute Pain
NCT04218110,Surgical Site Infection
NCT04090710,Metastatic Renal Cell Carcinoma
NCT05835310,Systemic Lupus Erythematosus
NCT00416520,Chronic Kidney Disease
NCT00416520,Hyperphosphatemia
NCT00654420,"Carcinoma, Non-small-cell Lung"
NCT01742520,Development
NCT02450682,Atrial Fibrillation
NCT01534182,Relapsing Remitting Multiple Sclerosis
NCT02117024,Non Small Cell Lung Cancer
NCT04168723,Healthy Volunteers
NCT04457323,Hypertension
NCT07193459,Type 2 Diabetes
NCT00742859,Atrial Fibrillation
NCT03870880,Schizophrenia
NCT03926780,Anticoagulants; Increased
NCT03926780,Left Ventricular Thrombosis
NCT02698280,Glioblastoma
NCT02290080,Acute Myocardial Infarction (AMI)
NCT02290080,Acute Coronary Syndrome (ACS)
NCT02290080,ST Elevation (STEMI) Myocardial Infarction
NCT02290080,Ischemic Reperfusion Injury
NCT02290080,Non-ST Elevation (NSTEMI) Myocardial Infarction
NCT02290080,"Angina, Unstable"
NCT05009680,Hepatic Impairment
NCT06772779,Healthy
NCT00211679,Arthritis
NCT00211679,Pain
NCT00171379,Prevention of Acute Rejection After Kidney Transplantation
NCT00618579,Healthy
NCT06024096,Vaccine Response
NCT02236962,Type 2 Diabetes
NCT02236962,Obesity
NCT02236962,Cardiovascular Disease
NCT04619862,Pain
NCT04619862,Neuropathic Pain
NCT04619862,Irritability
NCT01949662,Advanced Cancers
NCT00733746,Pancreatic Cancer
NCT01096446,Hypertriglyceridemia
NCT01096446,Hyperglycemia
NCT02556346,Chronic B-cell Lymphocytic Leukemia
NCT02556346,Small Lymphocytic Leukemia
NCT02702388,Thyroid Cancer
NCT07533227,Cachexia; Cancer
NCT07533227,Fecal Microbiota Transplantation (FMT)
NCT05778461,"Liver Failure, Acute"
NCT02707861,HIV
NCT00362661,Posttraumatic Stress Disorder
