study_id,sponsor_name,sponsor_type
NCT03207724,Ipsen,INDUSTRY
NCT03207724,"Janssen Research & Development, LLC",INDUSTRY
NCT01208324,"University of Colorado, Denver",OTHER
NCT01208324,National Institute of Mental Health (NIMH),NIH
NCT01208324,University of Pennsylvania,OTHER
NCT01125124,University of Sao Paulo General Hospital,OTHER
NCT02736123,University of Pittsburgh,OTHER
NCT02736123,Bristol-Myers Squibb,INDUSTRY
NCT03462459,"University of Wisconsin, Madison",OTHER
NCT03462459,Medical College of Wisconsin,OTHER
NCT03462459,Agency for Healthcare Research and Quality (AHRQ),FED
NCT03462459,Henry Ford Hospital,OTHER
NCT03462459,Mayo Clinic,OTHER
NCT07462559,Helsinki University Central Hospital,OTHER
NCT07462559,University of Helsinki,OTHER
NCT07475559,"Jiangsu Alphamab Biopharmaceuticals Co., Ltd",INDUSTRY
NCT02966080,University of Arizona,OTHER
NCT04220996,H. Lundbeck A/S,INDUSTRY
NCT04241380,Guangdong Provincial People's Hospital,OTHER
NCT07058779,"Shenyang Sunshine Pharmaceutical Co., LTD.",INDUSTRY
NCT02061280,Nemours Children's Clinic,OTHER
NCT02061280,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT03423979,Urotronic Inc.,INDUSTRY
NCT00255879,"University of California, San Diego",OTHER
NCT00255879,National Institute of Mental Health (NIMH),NIH
NCT07082179,Jiangsu Cancer Institute & Hospital,OTHER
NCT01152996,Takeda,INDUSTRY
NCT00005596,Children's Oncology Group,NETWORK
NCT00005596,National Cancer Institute (NCI),NIH
NCT00002096,Hoffmann-La Roche,INDUSTRY
NCT00597896,Northwell Health,OTHER
NCT00597896,Stanley Medical Research Institute,OTHER
NCT01484496,"Human Genome Sciences Inc., a GSK Company",INDUSTRY
NCT01484496,GlaxoSmithKline,INDUSTRY
NCT05537896,West Virginia University,OTHER
NCT00000896,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00462696,Institut Bergonié,OTHER
NCT02878096,"Sanwa Kagaku Kenkyusho Co., Ltd.",INDUSTRY
NCT07022496,Ain Shams University,OTHER
NCT00044889,"Genzyme, a Sanofi Company",INDUSTRY
NCT06773117,"Tasly Pharmaceutical Group Co., Ltd",INDUSTRY
NCT00856817,Radboud University Medical Center,OTHER
NCT00856817,Dutch Diabetes Research Foundation,OTHER
NCT05519917,Huashan Hospital,OTHER
NCT05519917,Boehringer Ingelheim,INDUSTRY
NCT00361868,Solvay Pharmaceuticals,INDUSTRY
NCT01542268,Hospital Universitario de Canarias,OTHER
NCT00684268,Medical University of Vienna,OTHER
NCT04720768,"Peter MacCallum Cancer Centre, Australia",OTHER
NCT02603068,United Therapeutics,INDUSTRY
NCT05586568,"Xuanzhu Biopharmaceutical Co., Ltd.",INDUSTRY
NCT04226950,"Institute of Hematology & Blood Diseases Hospital, China",OTHER
NCT01862250,Johns Hopkins University,OTHER
NCT01862250,University of Maryland,OTHER
NCT00471991,Bayer,INDUSTRY
NCT01543074,Texas A&M University,OTHER
NCT02711891,Rush University Medical Center,OTHER
NCT03671174,RenJi Hospital,OTHER
NCT03671174,The First Affiliated Hospital of Anhui Medical University,OTHER
NCT03671174,"China-Japan Union Hospital, Jilin University",OTHER
NCT03671174,Wuxi No. 2 People's Hospital,OTHER
NCT03671174,The First Affiliated Hospital with Nanjing Medical University,OTHER
NCT03671174,Xiangya Hospital of Central South University,OTHER
NCT03204318,Myovant Sciences GmbH,INDUSTRY
NCT00353418,Hoffmann-La Roche,INDUSTRY
NCT00734890,National Institutes of Health Clinical Center (CC),NIH
NCT00734890,National Cancer Institute (NCI),NIH
NCT07194590,"University of Colorado, Denver",OTHER
NCT07194590,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00699790,Bristol-Myers Squibb,INDUSTRY
NCT03093090,Yale University,OTHER
NCT07545590,Eli Lilly and Company,INDUSTRY
NCT04909697,Sichuan Provincial People's Hospital,OTHER
NCT01820897,JOSE MANUEL ARREOLA GUERRA,OTHER
NCT01820897,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,OTHER
NCT07443397,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT03737110,"Kiniksa Pharmaceuticals (UK), Ltd.",INDUSTRY
NCT02192710,Hospices Civils de Lyon,OTHER
NCT03590613,GlaxoSmithKline,INDUSTRY
NCT00153660,Chinese University of Hong Kong,OTHER
NCT00303810,Universitätsklinikum Hamburg-Eppendorf,OTHER
NCT00650910,GlaxoSmithKline,INDUSTRY
NCT07028710,"University Hospital, Montpellier",OTHER
NCT01484210,Elpen Pharmaceutical Co. Inc.,INDUSTRY
NCT04555213,Noxopharm Limited,INDUSTRY
NCT00004213,Vion Pharmaceuticals,INDUSTRY
NCT06627413,"Intra-Cellular Therapies, Inc.",INDUSTRY
NCT00452660,Wolfson Medical Center,OTHER_GOV
NCT00452660,Hadassah Medical Organization,OTHER
NCT00452660,Tel-Aviv Sourasky Medical Center,OTHER_GOV
NCT00452660,Sheba Medical Center,OTHER_GOV
NCT00452660,Soroka University Medical Center,OTHER
NCT04387760,Royal College of Surgeons in Ireland - Medical University of Bahrain,OTHER
NCT04387760,Ebrahim Khalil Kanoo Community Medical Center,UNKNOWN
NCT04387760,Hereditary blood Disorder Centre - Salmaniya Medical Complex,UNKNOWN
NCT04387760,"Mohammed Bin Khalifa Bin Sulman Al Khalifa Cardiac Centre, Awali",UNKNOWN
NCT04387760,Jidhafs COVID-19 Centre,UNKNOWN
NCT04387760,Sitra FICU,UNKNOWN
NCT04387760,Salmaniya Medical Complex- 6th Floor,UNKNOWN
NCT04387760,Salmaniya Medical Complex- Helipad,UNKNOWN
NCT01850420,"Innovative Med Concepts, LLC",INDUSTRY
NCT04294160,Novartis Pharmaceuticals,INDUSTRY
NCT06223360,Alzheimer's Disease Cooperative Study (ADCS),OTHER
NCT06223360,Weill Cornell Medicine (WCM),UNKNOWN
NCT06223360,National Institute on Aging (NIA),NIH
NCT00402220,Bayside Health,OTHER_GOV
NCT00402220,"National Health and Medical Research Council, Australia",OTHER
NCT03454620,Green Cross Corporation,INDUSTRY
NCT03467620,University of Illinois at Chicago,OTHER
NCT00446420,Melbourne Health,OTHER
NCT01522820,Roswell Park Cancer Institute,OTHER
NCT01522820,National Cancer Institute (NCI),NIH
NCT00949182,"Rutgers, The State University of New Jersey",OTHER
NCT03774082,Novartis Pharmaceuticals,INDUSTRY
NCT06449482,"Institute of Hematology & Blood Diseases Hospital, China",OTHER
NCT00738582,Morphotek,INDUSTRY
NCT01641224,University of Minnesota,OTHER
NCT01456624,Asan Medical Center,OTHER
NCT00358423,Johns Hopkins University,OTHER
NCT00358423,Eyetech Pharmaceuticals,INDUSTRY
NCT00096382,National Institutes of Health Clinical Center (CC),NIH
NCT00096382,National Cancer Institute (NCI),NIH
NCT06710782,Tanta University,OTHER
NCT05013424,Allergan,INDUSTRY
NCT05407324,Corcept Therapeutics,INDUSTRY
NCT00223223,University of Texas Southwestern Medical Center,OTHER
NCT00223223,UCB Pharma,INDUSTRY
NCT01619423,Egetis Therapeutics,INDUSTRY
NCT01619423,Pharma Consulting Group AB,INDUSTRY
NCT03881423,Wahba bakhet,OTHER
NCT03881423,Elite medical center,UNKNOWN
NCT00827359,Beth Israel Deaconess Medical Center,OTHER
NCT00827359,Dana-Farber Cancer Institute,OTHER
NCT00827359,Duke University,OTHER
NCT00827359,Novartis,INDUSTRY
NCT04762459,Chinese Academy of Medical Sciences,OTHER
NCT04762459,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",INDUSTRY
NCT04762459,"GeneCast Biotechnology Co., Ltd.",INDUSTRY
NCT06826859,Thomas Jefferson University,OTHER
NCT06826859,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT00359359,Bayer,INDUSTRY
NCT04464759,"Ravi Amaravadi, MD",OTHER
NCT04464759,Bristol-Myers Squibb,INDUSTRY
NCT00570180,"University Health Network, Toronto",OTHER
NCT00570180,"Princess Margaret Hospital, Canada",OTHER
NCT00570180,"Ortho Biotech, Inc.",INDUSTRY
NCT03109080,Institut Curie,OTHER
NCT03109080,AstraZeneca,INDUSTRY
NCT00935480,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,OTHER
NCT00935480,Merck Sharp & Dohme LLC,INDUSTRY
NCT00935480,Abbott,INDUSTRY
NCT03340779,"Central Hospital, Nancy, France",OTHER
NCT05752279,The George Institute,OTHER
NCT02460679,PTC Therapeutics,INDUSTRY
NCT03540979,Meir Medical Center,OTHER
NCT00484679,University of Minnesota,OTHER
NCT00484679,National Alopecia Areata Foundation,OTHER
NCT03283696,Eli Lilly and Company,INDUSTRY
NCT04409262,Hoffmann-La Roche,INDUSTRY
NCT04409262,Gilead Sciences,INDUSTRY
NCT01451762,Northwestern University,OTHER
NCT01469988,University of Alberta,OTHER
NCT03439488,Alios Biopharma Inc.,INDUSTRY
NCT07522788,Hayatabad Medical Complex,OTHER_GOV
NCT04163588,Policlinico Casilino ASL RMB,OTHER
NCT04163588,"Umberto I Hospital, Nocera Inferiore",OTHER
NCT04163588,IRCCS San Raffaele,OTHER
NCT03856788,Icahn School of Medicine at Mount Sinai,OTHER
NCT06272903,Mohammed Bin Rashid University of Medicine and Health Sciences,OTHER
NCT01757327,Washington University School of Medicine,OTHER
NCT06911242,"Arisan Therapeutics, Inc.",INDUSTRY
NCT00051142,Alcon Research,INDUSTRY
NCT07056842,"Vincentage Pharma Co., Ltd",INDUSTRY
NCT00585442,University of Utah,OTHER
NCT05949008,"University of California, Los Angeles",OTHER
NCT03891108,Bristol-Myers Squibb,INDUSTRY
NCT02362035,Acerta Pharma BV,INDUSTRY
NCT02362035,Merck Sharp & Dohme LLC,INDUSTRY
NCT03158935,"University Health Network, Toronto",OTHER
NCT03158935,Merck Sharp & Dohme LLC,INDUSTRY
NCT01198535,National Cancer Institute (NCI),NIH
NCT03175835,Chong Kun Dang Pharmaceutical,INDUSTRY
NCT04231435,Celgene,INDUSTRY
NCT04231435,"Impact Biomedicines, Inc., a wholly owned subsidiary of Celgene Corporation",INDUSTRY
NCT07629635,Columbia University,OTHER
NCT07629635,Occlutech International AB,INDUSTRY
NCT07629635,W.L.Gore & Associates,INDUSTRY
NCT00033735,Eisai Inc.,INDUSTRY
NCT00195676,Abbott,INDUSTRY
NCT00116376,Novartis Pharmaceuticals,INDUSTRY
NCT04359017,Washington University School of Medicine,OTHER
NCT05742789,Astana Medical University,OTHER
NCT06024889,Johannes Grand,OTHER
NCT06731868,Luye Pharma Group Ltd.,INDUSTRY
NCT05797168,AstraZeneca,INDUSTRY
NCT05218668,Woolsey Pharmaceuticals,INDUSTRY
NCT04615468,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY
NCT00681668,AstraZeneca,INDUSTRY
NCT01292668,Roswell Park Cancer Institute,OTHER
NCT01292668,National Cancer Institute (NCI),NIH
NCT02092168,Bial - Portela C S.A.,INDUSTRY
NCT05210868,"Beijing InnoCare Pharma Tech Co., Ltd.",INDUSTRY
NCT06592768,"Jasper Therapeutics, Inc.",INDUSTRY
NCT07085468,Eli Lilly and Company,INDUSTRY
NCT00191568,Eli Lilly and Company,INDUSTRY
NCT02201368,Maria Luz Couce Pico,OTHER
NCT02201368,Fundación Ramón Domínguez,OTHER
NCT01119768,AstraZeneca,INDUSTRY
NCT02863068,caterina P minniti,OTHER
NCT02863068,Duke University,OTHER
NCT01737268,Astellas Pharma Inc,INDUSTRY
NCT04197050,RenJi Hospital,OTHER
NCT07437950,National Cancer Institute (NCI),NIH
NCT02289950,Eisai Inc.,INDUSTRY
NCT06591091,University of Illinois at Chicago,OTHER
NCT06591091,Cures Within Reach,OTHER
NCT01355991,James J. Peters Veterans Affairs Medical Center,FED
NCT01355991,Kessler Institute for Rehabilitation,INDUSTRY
NCT06165991,Yongtao Sun,OTHER
NCT00906191,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY
NCT00369174,National Cancer Institute (NCI),NIH
NCT01587118,"Lori Davis, MD",OTHER
NCT01587118,Merck Sharp & Dohme LLC,INDUSTRY
NCT01587118,Forest Laboratories,INDUSTRY
NCT03089918,"Janssen Research & Development, LLC",INDUSTRY
NCT02722018,"Genentech, Inc.",INDUSTRY
NCT01958918,Novartis Pharmaceuticals,INDUSTRY
NCT06860490,Fudan University,OTHER
NCT01956890,National Taiwan University Hospital,OTHER
NCT02082197,AbbVie,INDUSTRY
NCT01776697,"Daewon Pharmaceutical Co., Ltd.",INDUSTRY
NCT00714597,Sanofi,INDUSTRY
NCT04422210,Hoffmann-La Roche,INDUSTRY
NCT03491410,Centro Hospitalar Lisboa Ocidental,OTHER_GOV
NCT00099060,National Cancer Institute (NCI),NIH
NCT00099060,NCIC Clinical Trials Group,NETWORK
NCT03548220,"Agios Pharmaceuticals, Inc.",INDUSTRY
NCT01843920,"Jason Hsu, MD",OTHER
NCT03832582,Assistance Publique - Hôpitaux de Paris,OTHER
NCT02065882,Biotest,INDUSTRY
NCT02065882,ICON plc,INDUSTRY
NCT02065882,Phoenix Clinical Research,OTHER
NCT02065882,Accovion GmbH,INDUSTRY
NCT03108924,Merck Sharp & Dohme LLC,INDUSTRY
NCT00563823,Cambridge University Hospitals NHS Foundation Trust,OTHER
NCT05178823,Semmelweis University,OTHER
NCT05103423,"Staidson (Beijing) Biopharmaceuticals Co., Ltd",INDUSTRY
NCT01950923,Wake Forest University Health Sciences,OTHER
NCT01950923,National Cancer Institute (NCI),NIH
NCT00470223,UNICANCER,OTHER
NCT00470223,Novartis,INDUSTRY
NCT00470223,Chugai Pharmaceutical,INDUSTRY
NCT00470223,"National Cancer Institute, France",OTHER_GOV
NCT00470223,SFCE,UNKNOWN
NCT00470223,"Ligue contre le cancer, France",OTHER
NCT04294459,Sanofi,INDUSTRY
NCT06060080,Yao Liu,OTHER
NCT00389480,Arno Therapeutics,INDUSTRY
NCT00389480,University of Kentucky,OTHER
NCT00389480,"Arch Medical Services Inc., DBA The Center for Cancer Care and Research",INDUSTRY
NCT04276480,"University Hospital, Bordeaux",OTHER
NCT04848480,Novo Nordisk A/S,INDUSTRY
NCT04230980,Weill Medical College of Cornell University,OTHER
NCT00657579,"Santen Pharmaceutical Co., Ltd.",INDUSTRY
NCT00536679,GlaxoSmithKline,INDUSTRY
NCT01711879,"University of Colorado, Denver",OTHER
NCT06789679,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT02254096,Boehringer Ingelheim,INDUSTRY
NCT00439062,Nazilli State Hospital,OTHER
NCT06550362,Loma Linda University,OTHER
NCT03245762,University of Florida,OTHER
NCT03245762,Prader-Willi Syndrome Association,OTHER
NCT01477762,Emory University,OTHER
NCT01477762,National Institute of Mental Health (NIMH),NIH
NCT02704962,Kaohsiung Kai-Suan Psychiatric Hospital,OTHER_GOV
NCT02704962,"Department of Health, Executive Yuan, R.O.C. (Taiwan)",OTHER_GOV
NCT01531062,Indonesia University,OTHER
NCT01371162,Hoffmann-La Roche,INDUSTRY
NCT04356846,The First Affiliated Hospital with Nanjing Medical University,OTHER
NCT04356846,Guangzhou Lupeng Pharmaceutical Company LTD.,INDUSTRY
NCT04356846,Newave Pharmaceutical Inc,INDUSTRY
NCT01388946,University of Athens,OTHER
NCT00936546,"University Hospital, Ghent",OTHER
NCT01232946,Indiana University,OTHER
NCT01232946,Novo Nordisk A/S,INDUSTRY
NCT00397046,"Puma Biotechnology, Inc.",INDUSTRY
NCT05303688,TC Erciyes University,OTHER
NCT04327388,Sanofi,INDUSTRY
NCT04327388,Regeneron Pharmaceuticals,INDUSTRY
NCT01215344,Vanderbilt-Ingram Cancer Center,OTHER
NCT07585734,"Institute of Hematology & Blood Diseases Hospital, China",OTHER
NCT00449709,GlaxoSmithKline,INDUSTRY
NCT02445599,University of Debrecen,OTHER
NCT01503632,Children's Oncology Group,NETWORK
NCT01503632,National Cancer Institute (NCI),NIH
NCT00888732,University of Aarhus,OTHER
NCT00888732,Novo Nordisk A/S,INDUSTRY
NCT04294732,Bozyaka Training and Research Hospital,OTHER
NCT00870532,"National Cancer Centre, Singapore",OTHER
NCT00048932,Bristol-Myers Squibb,INDUSTRY
NCT05243693,"National Cancer Center, Korea",OTHER_GOV
NCT02652793,Judit Pich,OTHER
NCT02652793,Fundacion Clinic per a la Recerca Biomédica,OTHER
NCT01901393,Cumberland Pharmaceuticals,INDUSTRY
NCT00093093,"Bausch Health Americas, Inc.",INDUSTRY
NCT02920593,Stony Brook University,OTHER
NCT05590793,Ipsen,INDUSTRY
NCT07187193,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT05737693,Yale University,OTHER
NCT05737693,National Institute of Mental Health (NIMH),NIH
NCT07651293,Imperial College Healthcare NHS Trust,OTHER
NCT07651293,University of Oxford,OTHER
NCT07595393,Amckaus PTY LTD.,INDUSTRY
NCT07595393,Novotech (Australia) Pty Limited,INDUSTRY
NCT02641821,Peking University First Hospital,OTHER
NCT02641821,Bayer,INDUSTRY
NCT00528021,Boston Scientific Corporation,INDUSTRY
NCT05498714,Renmin Hospital of Wuhan University,OTHER
NCT00491114,Eli Lilly and Company,INDUSTRY
NCT01354314,Johns Hopkins University,OTHER
NCT01354314,National Institute of Mental Health (NIMH),NIH
NCT03516214,University of Cologne,OTHER
NCT03674814,University of Chicago,OTHER
NCT03674814,Corcept Therapeutics,INDUSTRY
NCT03674814,National Cancer Institute (NCI),NIH
NCT02958514,Peking University Third Hospital,OTHER
NCT04819516,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
NCT00783016,Seoul National University Hospital,OTHER
NCT01565616,Emory University,OTHER
NCT01565616,National Institutes of Health (NIH),NIH
NCT01565616,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00853216,Mallinckrodt,INDUSTRY
NCT02379416,National Cancer Institute (NCI),NIH
NCT01655316,Tehran University of Medical Sciences,OTHER
NCT02878616,Novartis Pharmaceuticals,INDUSTRY
NCT04303416,"Pujol, Aurora, M.D.",INDIV
NCT06375616,Shen Lei,OTHER
NCT05433116,Universität des Saarlandes,OTHER
NCT02668016,Imperial College London,OTHER
NCT01004406,VA Office of Research and Development,FED
NCT03417206,Medical University of Silesia,OTHER
NCT07046806,Institute for Asthma and Allergy,NETWORK
NCT01549106,SecuraBio,INDUSTRY
NCT04576806,Karolinska Institutet,OTHER
NCT04576806,Danderyd Hospital,OTHER
NCT04576806,Stockholm South General Hospital,OTHER
NCT02483104,AbbVie,INDUSTRY
NCT00274404,University of Minnesota,OTHER
NCT00274404,Minnesota Medical Foundation,OTHER
NCT00274404,Hoffmann-La Roche,INDUSTRY
NCT05376904,"Shanghai Hengrui Pharmaceutical Co., Ltd.",INDUSTRY
NCT06258304,"GigaGen, Inc.",INDUSTRY
NCT06258304,National Cancer Institute (NCI),NIH
NCT06218004,Hairong Liu,OTHER
NCT06092684,"Chengdu Brilliant Pharmaceutical Co., Ltd.",INDUSTRY
NCT01710033,Pfizer,INDUSTRY
NCT06066333,Memorial Sloan Kettering Cancer Center,OTHER
NCT04672252,NYU Langone Health,OTHER
NCT04672252,Orcosa Inc.,INDUSTRY
NCT02796352,Ahmad Tarhini,OTHER
NCT02796352,Prometheus Laboratories,INDUSTRY
NCT03460652,Zevra Therapeutics,INDUSTRY
NCT03242252,Lexicon Pharmaceuticals,INDUSTRY
NCT03242252,Sanofi,INDUSTRY
NCT00864747,Actavis Inc.,INDUSTRY
NCT01760447,Merck Sharp & Dohme LLC,INDUSTRY
NCT01791647,Catholic University of the Sacred Heart,OTHER
NCT06441747,Australasian Gastro-Intestinal Trials Group,NETWORK
NCT06441747,Wayne Elphinstone Research Fund,UNKNOWN
NCT06441747,AstraZeneca,INDUSTRY
NCT03779347,Centre de Recherche Médicale de Lambaréné,OTHER
NCT03779347,Universität Tübingen,OTHER
NCT00788749,University of Dundee,OTHER
NCT00788749,Chief Scientist Office of the Scottish Government,OTHER_GOV
NCT00788749,NHS Tayside,OTHER_GOV
NCT02959749,Qingdao Central Hospital,OTHER
NCT00003238,"University of Wisconsin, Madison",OTHER
NCT00003238,National Cancer Institute (NCI),NIH
NCT03549338,Symphogen A/S,INDUSTRY
NCT04989855,Sun Yat-sen University,OTHER
NCT00259155,Cedars-Sinai Medical Center,OTHER
NCT00259155,University of Chicago,OTHER
NCT00259155,"Bausch Health Americas, Inc.",INDUSTRY
NCT00802555,"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",INDUSTRY
NCT00022555,National Cancer Institute (NCI),NIH
NCT06275555,Xiaotong Hou,OTHER
NCT07706855,"Beijing Gene Key Life Technology Co., Ltd",INDUSTRY
NCT03423355,University Hospital Tuebingen,OTHER
NCT06932926,Cairo University,OTHER
NCT00768326,H. Lundbeck A/S,INDUSTRY
NCT06206278,LianBio LLC,INDUSTRY
NCT01747278,Peking Union Medical College Hospital,OTHER
NCT00547885,Norwegian University of Science and Technology,OTHER
NCT00172185,Shire,INDUSTRY
NCT06850285,Shanxi Bethune Hospital,OTHER
NCT04342585,National University of Malaysia,OTHER
NCT00237185,Novartis Pharmaceuticals,INDUSTRY
NCT03569085,Kathirvel Subramaniam,OTHER
NCT04430985,Dorte Nielsen,OTHER
NCT04430985,Danish Cancer Society,OTHER
NCT02264015,Boehringer Ingelheim,INDUSTRY
NCT06581315,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,OTHER
NCT00542035,Pfizer,INDUSTRY
NCT04557735,"Alexion Pharmaceuticals, Inc.",INDUSTRY
NCT04315935,"Jiangsu Hengrui Pharmaceutical Co., Ltd.",INDUSTRY
NCT03027635,Nina Kimer,OTHER
NCT06612476,Ningbo No. 1 Hospital,OTHER
NCT02445976,Innocrin Pharmaceutical,INDUSTRY
NCT02445976,Prostate Cancer Foundation,OTHER
NCT02445976,Prostate Cancer Clinical Trials Consortium,OTHER
NCT00415376,Northwestern University,OTHER
NCT00415376,National Cancer Institute (NCI),NIH
NCT06447376,Taylor Brooks,OTHER
NCT06447376,Genmab,INDUSTRY
NCT06447376,AbbVie,INDUSTRY
NCT06447376,RECORDATI GROUP,INDUSTRY
NCT07263776,Capital Medical University,OTHER
NCT03067376,Corcept Therapeutics,INDUSTRY
NCT03818776,Case Comprehensive Cancer Center,OTHER
NCT05124717,"Joint Stock Company ""Farmak""",INDUSTRY
NCT00505817,"Instituto Valenciano de Infertilidad, IVI VALENCIA",OTHER
NCT04556617,Opna Bio LLC,INDUSTRY
NCT07484217,"Axsome Therapeutics, Inc.",INDUSTRY
NCT02314117,Eli Lilly and Company,INDUSTRY
NCT03314740,Mario Negri Institute for Pharmacological Research,OTHER
NCT03314740,AstraZeneca,INDUSTRY
